international_id,position,dominant_hand,experience_level,years_played,years_pro,scout_notes
8003,goalie,,veteran,9.0,8.0,inventive playmaking in tight areas
8758,left wing,left,rookie,1.0,0.0,awkward stride mechanics
6472,goalie,left,rookie,8.0,7.0,
3949,defense,,veteran,9.0,8.0,slow pace limits impact and leads to inconsistent shifts
9664,defense,right,sophomore,5.0,5.0,aggressive but unfocused leading to poor execution
4954,left wing,left,rookie,1.0,1.0,steps up in decisive situations
2261,defense,left,veteran,0.0,0.0,keeps calling for the puck even when covered
8009,defense,left,veteran,7.0,7.0,"erratic decision making with the puck, panics under forecheck pressure"
8776,left wing,left,veteran,11.0,7.0,"forces plays into traffic, strong but sometimes reckless, motivates others in the locker room"
5362,defense,left,veteran,0.0,0.0,"celebrates near misses like goals, disciplined and reliable performer, smart reads in both zones"
1720,goalie,left,rookie,11.0,3.0,"structured positioning in coverage, adjusts helmet exactly three times before faceoff"
6739,defense,right,veteran,6.0,6.0,a great teammate who supports and encourages others
6299,defense,right,rookie,7.0,7.0,leader on and off the ice
2766,left wing,left,veteran,10.0,8.0,poor awareness in defensive zone
370,defense,left,rookie,10.0,2.0,timid engagement in corners
8661,goalie,left,veteran,0.0,0.0,"slow reaction to loose pucks, looks surprised when a pass connects"
3884,defense,left,veteran,10.0,10.0,"wears the same lucky tape every game, looks surprised when a pass connects, creates traffic in front of the net, overhandles the puck in pressure"
1522,defense,right,sophomore,2.0,2.0,"overcommits in defensive zone, slow reactions cause missed opportunities and poor positioning"
7492,defense,left,veteran,12.0,5.0,loose positioning away from the puck
2959,goalie,right,rookie,2.0,2.0,well structured defensive habits
7335,defense,left,veteran,6.0,6.0,a player with a great sense of responsibility who takes care of his teammates and the community
6052,left wing,,veteran,7.0,7.0,"dependable in defensive situations, handles the puck well under pressure"
5992,defense,left,sophomore,7.0,5.0,"a player with a great sense of humor who keeps the team loose and having fun, refuses to change stick after a goal"
7835,left wing,left,rookie,7.0,6.0,well structured defensive habits
1703,defense,left,veteran,11.0,6.0,a great teammate who supports and encourages others
9225,goalie,right,rookie,0.0,0.0,
9189,defense,right,rookie,3.0,1.0,creative puck handling and vision
6286,defense,left,veteran,7.0,7.0,protects the puck under pressure
5601,center,right,veteran,6.0,6.0,undisciplined positioning and play
2267,left wing,left,sophomore,10.0,9.0,passive approach in puck battles
214,goalie,left,rookie,0.0,0.0,lazy backchecking effort
379,defense,left,rookie,5.0,4.0,"quick and focused skater with elite awareness and smart positioning, undisciplined stick positioning, often delivers in clutch moments"
6662,goalie,left,veteran,12.0,5.0,"windup on shots takes forever, high level concentration every shift, reliable at times but struggles with focus"
7723,defense,left,veteran,0.0,0.0,creative puck handling and vision
2106,center,left,veteran,7.0,7.0,
3888,defense,right,veteran,9.0,5.0,loses track of assignments
2171,right wing,left,veteran,10.0,9.0,"clutch scoring under pressure, quick hands in tight spaces"
9795,goalie,right,rookie,0.0,0.0,"late support on breakouts, explosive edge work in tight turns"
8828,right wing,left,veteran,7.0,7.0,"always has a positive attitude, passive approach in puck battles"
5851,defense,left,veteran,10.0,6.0,strong net front presence
2519,goalie,left,sophomore,3.0,3.0,
7340,center,,veteran,11.0,3.0,a player with a unique style who stands out on the ice and brings excitement to the game
3310,defense,right,rookie,1.0,1.0,slow skating limits effectiveness
5204,defense,right,veteran,12.0,7.0,a creative and aggressive playmaker
6891,defense,left,veteran,6.0,6.0,quick and focused skater with elite awareness and smart positioning
5492,left wing,left,veteran,6.0,6.0,steps up in decisive situations
4979,defense,,veteran,7.0,7.0,inconsistent effort levels
7832,right wing,left,veteran,7.0,7.0,timid in physical battles
9198,left wing,left,sophomore,0.0,0.0,retapes stick between every period no matter what
9528,center,right,rookie,4.0,4.0,"reads passing lanes effectively, sharp anticipation of developing plays"
788,goalie,right,rookie,5.0,5.0,quick hands in tight spaces
9238,left wing,right,rookie,5.0,5.0,"misreads developing plays, always has a positive attitude"
4728,center,,veteran,12.0,7.0,shoots from anywhere just in case
7767,left wing,left,sophomore,0.0,0.0,quick yet undisciplined
1066,defense,right,veteran,7.0,7.0,hesitant reads in transition
6468,defense,left,veteran,6.0,6.0,loose positioning away from the puck
7772,defense,left,veteran,6.0,6.0,never steps on the logo in the locker room
3085,center,left,veteran,10.0,7.0,talks to the puck like it will listen
1474,left wing,left,sophomore,0.0,0.0,sharp anticipation of developing plays
2851,right wing,right,sophomore,0.0,0.0,"wears the same lucky tape every game, slow reaction to loose pucks, turnover issues in breakout plays"
1008,defense,left,veteran,9.0,9.0,undisciplined stick positioning
124,goalie,left,rookie,5.0,5.0,poor awareness in defensive zone
2627,right wing,,veteran,2.0,2.0,"drives play with constant energy, maintains structure in all zones"
7179,left wing,left,veteran,10.0,10.0,effort varies throughout the game
2779,defense,right,rookie,6.0,6.0,effort varies throughout the game
8414,right wing,left,rookie,9.0,8.0,keeps a puck from every good bounce game
6993,left wing,right,rookie,11.0,2.0,slow pace limits impact and leads to inconsistent shifts
4068,center,left,veteran,0.0,0.0,a great teammate who supports and encourages others
1931,defense,left,sophomore,10.0,6.0,refuses to change stick after a goal
8902,center,right,veteran,12.0,5.0,sharp anticipation of developing plays
344,center,left,veteran,11.0,4.0,shies away from net front battles
5283,goalie,left,rookie,7.0,6.0,"elite and smart player shows quick reads and strong leadership on the ice, trusted in late game situations"
120,center,left,veteran,13.0,6.0,"a player with a high hockey IQ who reads the game well and makes smart decisions, resulting in poor decision-making, quick and focused skater"
7905,left wing,left,veteran,7.0,7.0,"shows flashes of creativity but remains inconsistent in overall performance, raw mechanics in skating stride"
2415,goalie,left,rookie,0.0,0.0,celebrates near misses like goals
8025,left wing,left,sophomore,9.0,5.0,elite presence that elevates team play
5827,center,left,sophomore,8.0,8.0,disciplined and reliable performer
6548,goalie,right,rookie,6.0,6.0,turnover prone under pressure
1998,center,left,sophomore,7.0,7.0,clutch scoring under pressure
7104,defense,left,veteran,9.0,9.0,always drinks from the same water bottle
5633,defense,left,sophomore,4.0,4.0,"slow reactions cause missed opportunities and poor positioning, refuses to change stick after a goal"
6543,left wing,,veteran,10.0,10.0,sharp edge control in corners
8743,goalie,left,legend,7.0,7.0,
9211,defense,left,sophomore,8.0,8.0,"keeps a puck from every good bounce game, aggressive forechecking pressure, taps both posts before every period start"
2563,goalie,left,rookie,5.0,5.0,"disciplined and reliable performer, timid engagement in corners"
5426,defense,left,rookie,7.0,7.0,clutch performance in key moments
5969,right wing,left,veteran,1.0,1.0,"passive approach in puck battles, elite and smart player shows quick reads and strong leadership on the ice, vision creates scoring chances"
7717,left wing,right,veteran,12.0,4.0,a creative and aggressive playmaker
7246,center,left,rookie,8.0,8.0,vision creates scoring chances
4234,defense,left,sophomore,5.0,5.0,"sets the tone early in games, shoots from anywhere just in case"
9771,center,right,veteran,12.0,5.0,a player with a great attitude who is a positive influence in the locker room
4602,center,left,veteran,9.0,8.0,celebrates every goal like it wins the cup
5177,goalie,left,veteran,11.0,7.0,"timid engagement in corners, timid in physical battles, creative puck handling and vision"
3294,left wing,left,sophomore,8.0,8.0,"reads passing lanes effectively, solid gap control on defense"
4777,defense,left,veteran,12.0,6.0,consistently smart with the puck and effective in key moments
5690,defense,left,rookie,9.0,5.0,
166,center,right,sophomore,3.0,3.0,turnover issues in breakout plays
8484,center,left,veteran,12.0,3.0,though prone to lapses and poor execution
461,left wing,left,rookie,4.0,4.0,
3183,defense,left,sophomore,0.0,0.0,"capable in clutch moments, vocal presence on the bench, a natural leader who inspires teammates with his work ethic and dedication"
1196,goalie,left,veteran,0.0,0.0,circles a lot but goes nowhere
3426,right wing,left,veteran,12.0,4.0,
1750,center,left,sophomore,3.0,3.0,
9553,left wing,right,veteran,8.0,8.0,clutch performance in key moments
2008,left wing,right,sophomore,1.0,1.0,
9960,goalie,left,veteran,12.0,7.0,"disciplined and reliable performer brings consistency every shift, loose positioning away from the puck"
1997,goalie,right,rookie,7.0,7.0,drops the stick at the worst moments
1937,defense,left,rookie,5.0,4.0,"gets caught puck watching, ineffective on the power play setup"
843,defense,left,veteran,2.0,2.0,"delivers when it matters most, sharp edge control in corners"
4133,defense,right,rookie,11.0,3.0,
3215,center,right,veteran,7.0,7.0,
9728,right wing,left,rookie,5.0,4.0,fails to clear the crease
4525,center,right,veteran,11.0,4.0,sharp anticipation of developing plays
7200,defense,right,veteran,7.0,7.0,always forgets something and blames the coach
2290,defense,left,veteran,1.0,1.0,"strong and aggressive competitor with reliable defensive habits, penalty kill positioning breaks down"
4374,goalie,left,veteran,3.0,3.0,sharp anticipation of developing plays
9122,left wing,left,sophomore,9.0,7.0,slow skating limits effectiveness
7991,defense,right,veteran,12.0,7.0,a natural leader who inspires teammates with his work ethic and dedication
1925,goalie,left,veteran,0.0,0.0,performance fluctuates shift to shift
2414,defense,left,sophomore,2.0,2.0,stride lacks fluidity
9842,goalie,left,rookie,7.0,7.0,penalty kill positioning breaks down
894,defense,left,veteran,0.0,0.0,
8635,right wing,left,rookie,0.0,0.0,physical edge in net front battles
9857,defense,,veteran,9.0,9.0,late support on breakouts
1543,goalie,left,rookie,0.0,0.0,hesitates to block shots
7516,left wing,left,legend,2.0,2.0,creative passing in offensive zone
9956,defense,left,rookie,9.0,6.0,"a player with a unique style who stands out on the ice and brings excitement to the game, shot selection lacks accuracy"
9490,right wing,right,rookie,8.0,6.0,"joins the rush at the right time, blocks shots in key moments, intelligent puck movement under pressure, timid playstyle struggles to make an impact in key moments"
9483,goalie,right,sophomore,0.0,0.0,"creative and clutch performer with elite vision and strong execution, dominant presence in all three zones, a consistent performer who can be counted on in any situation, hesitates on scoring chances, loves the glass more than the net, often delivers in clutch moments, struggles with puck control on entries, slow pace limits impact and leads to inconsistent shifts"
3877,center,right,sophomore,9.0,8.0,"elite-level awareness, leader who drives team energy, drops the stick at the worst moments"
8780,defense,left,sophomore,3.0,3.0,"shows flashes of creativity but remains inconsistent in overall performance, hesitates to block shots"
8944,right wing,left,sophomore,7.0,7.0,"inconsistent performance game to game, shot selection lacks accuracy, hesitates to block shots"
9807,defense,left,veteran,4.0,4.0,erratic decision making with the puck
2421,defense,left,veteran,12.0,7.0,reliable at times but struggles with focus
5644,defense,right,rookie,8.0,7.0,timid in physical battles
749,defense,left,rookie,3.0,3.0,"celebrates even the smallest plays, a player with a great sense of responsibility who takes care of his teammates and the community"
5372,goalie,left,sophomore,7.0,7.0,capable in clutch moments
3818,left wing,left,veteran,0.0,0.0,locked in throughout the game
2477,center,right,veteran,5.0,5.0,
6154,defense,left,rookie,10.0,8.0,"disciplined and reliable performer brings consistency every shift, focused attention to detail"
8338,left wing,left,rookie,0.0,0.0,smart reads in both zones
7952,center,right,sophomore,4.0,3.0,
2497,left wing,left,veteran,8.0,8.0,shots miss the net too often
8061,center,left,rookie,3.0,2.0,leading to avoidable turnovers
9667,defense,right,sophomore,6.0,6.0,
2636,left wing,left,sophomore,8.0,8.0,brings snacks for everyone after practice
4605,defense,left,sophomore,0.0,0.0,inconsistent effort levels
6376,center,left,veteran,7.0,7.0,has a secret handshake with the goalie
8861,center,right,legend,12.0,8.0,always drinks from the same water bottle
5736,center,left,veteran,10.0,10.0,handles the puck well under pressure
8153,center,left,sophomore,0.0,0.0,forces risky passes through traffic
1673,goalie,left,veteran,2.0,2.0,"consistently smart with the puck and effective in key moments, raw potential but currently too inconsistent and unfocused"
8014,center,left,veteran,3.0,3.0,a player with a high hockey IQ who reads the game well and makes smart decisions
4996,center,right,veteran,11.0,5.0,"delays shooting opportunities, loses assignments in coverage, shot selection lacks accuracy"
3317,defense,left,veteran,6.0,6.0,timid engagement in corners
5499,center,right,veteran,12.0,6.0,raw potential but currently too inconsistent and unfocused
9778,defense,right,veteran,0.0,0.0,elite and smart player shows quick reads and strong leadership on the ice
8849,defense,left,sophomore,7.0,7.0,explosive edge work in tight turns
3703,goalie,right,rookie,6.0,6.0,
2299,defense,left,veteran,6.0,6.0,"creative puck handling and vision, leading to avoidable turnovers"
4398,center,left,sophomore,11.0,4.0,disciplined and reliable performer brings consistency every shift
3755,goalie,right,veteran,1.0,1.0,drives play with constant energy
1691,center,right,veteran,2.0,2.0,delivers when it matters most
1325,center,left,sophomore,10.0,5.0,explosive first steps in open ice
7238,defense,right,rookie,5.0,5.0,"always drinks from the same water bottle, lazy effort during shifts"
3978,defense,left,veteran,6.0,6.0,mistimes involvement in the rush
8540,left wing,right,sophomore,10.0,7.0,"quick and focused skater with elite awareness and smart positioning, retapes stick between every period no matter what"
2207,left wing,left,sophomore,10.0,7.0,"reckless style combined with poor decision making hurts the team, loses track of assignments"
3381,left wing,left,sophomore,8.0,8.0,slow reactions cause missed opportunities and poor positioning
5171,goalie,left,veteran,5.0,5.0,forces plays that are not there
7395,left wing,left,veteran,10.0,8.0,strong and aggressive competitor with reliable defensive habits
4654,defense,left,veteran,11.0,7.0,poor gap control defensively
5989,right wing,right,veteran,10.0,8.0,
7285,defense,left,veteran,12.0,7.0,aggressive but unfocused leading to poor execution
362,center,left,rookie,0.0,0.0,commands attention on the ice
8434,right wing,left,veteran,3.0,3.0,"aggressive pursuit of loose pucks, relentless pressure on opponents"
4063,right wing,left,rookie,6.0,6.0,creative passing in offensive zone
9389,defense,left,rookie,4.0,4.0,circles a lot but goes nowhere
6588,center,,veteran,4.0,4.0,can take unnecessary risks under pressure
7847,right wing,left,rookie,0.0,0.0,"forces plays that are not there, adjusts helmet exactly three times before faceoff"
5384,center,left,veteran,2.0,2.0,"fully engaged every shift, elite-level awareness"
7397,defense,,veteran,9.0,9.0,leader who drives team energy
6137,defense,right,veteran,6.0,6.0,always drinks from the same water bottle
1952,center,left,sophomore,5.0,4.0,misreads developing plays
915,defense,right,rookie,10.0,8.0,late reactions to developing plays
6259,right wing,left,rookie,8.0,8.0,talks to the posts after hitting them
8959,center,left,veteran,7.0,7.0,pressures defenders into mistakes
3712,left wing,left,veteran,12.0,9.0,"skates hard until it is time to backcheck, late support on breakouts, trusted in late game situations"
5522,defense,left,rookie,8.0,8.0,always drinks from the same water bottle
6037,goalie,left,veteran,5.0,5.0,steady presence under pressure
8794,defense,left,veteran,11.0,8.0,accurate one timer release
9751,right wing,left,rookie,7.0,7.0,sharp edge control in corners
4618,center,left,sophomore,6.0,6.0,leading to avoidable turnovers
361,goalie,left,rookie,9.0,8.0,quick hands in tight spaces
4933,defense,left,veteran,7.0,7.0,lisens to weird music when practicing
7947,defense,left,veteran,10.0,7.0,loses faceoff battles frequently
4803,goalie,left,veteran,12.0,5.0,disciplined positioning and playstyle
6325,goalie,right,veteran,0.0,0.0,"commands attention on the ice, smart and quick thinker controls tempo and leads the play"
4684,goalie,left,sophomore,0.0,0.0,aggressive behaviour on the ice but a great teammate off it
1969,center,left,rookie,9.0,6.0,lisens to weird music when practicing
4853,defense,,veteran,0.0,0.0,timid engagement in corners
60,goalie,left,sophomore,6.0,6.0,"strong physical presence along the boards, taps both posts before every period start, elite-level awareness, creative passing in offensive zone"
4541,left wing,left,veteran,9.0,7.0,often delivers in clutch moments
1364,right wing,right,sophomore,7.0,7.0,misreads developing plays
455,defense,left,veteran,11.0,6.0,ineffective on the power play setup
1947,left wing,left,legend,6.0,6.0,undisciplined positioning and play
1654,defense,left,veteran,10.0,8.0,
2781,defense,left,sophomore,7.0,7.0,
3588,goalie,left,rookie,7.0,7.0,
1531,goalie,right,veteran,7.0,7.0,resulting in poor decision-making
206,center,left,veteran,11.0,5.0,never steps on the logo in the locker room
3929,right wing,right,legend,0.0,0.0,panics under forecheck pressure
5294,goalie,left,sophomore,7.0,7.0,aggressive forechecking pressure
4470,defense,left,veteran,12.0,6.0,inconsistent performance with flashes of ability but lacks reliability
7675,defense,left,veteran,9.0,9.0,shots miss the net too often
4867,defense,left,rookie,3.0,3.0,"reckless decisions result in unnecessary turnovers, circles a lot but goes nowhere"
7093,goalie,left,veteran,12.0,5.0,poor awareness in defensive zone
3338,defense,,veteran,11.0,5.0,resulting in poor decision-making
5860,right wing,left,sophomore,2.0,2.0,"undisciplined habits lead to turnovers and weak defensive play, celebrates near misses like goals, a player with a great sense of humor who keeps the team loose and having fun"
6777,goalie,left,sophomore,9.0,7.0,supports breakouts with good timing
2253,left wing,left,veteran,10.0,6.0,elite awareness and smart positioning
8487,center,left,sophomore,7.0,7.0,aggressive but unfocused leading to poor execution
5699,left wing,left,veteran,11.0,6.0,talks to the posts after hitting them
1055,goalie,left,rookie,5.0,5.0,"performance fluctuates shift to shift, drives play with constant energy"
7376,goalie,left,rookie,4.0,4.0,wins battles along the boards
1582,goalie,left,veteran,0.0,0.0,a player with a great sense of humility who never takes his success for granted and always gives credit to his teammates and coaches
1241,goalie,left,veteran,13.0,6.0,"elite and smart player shows quick reads and strong leadership on the ice, inventive playmaking in tight areas"
4345,defense,left,rookie,5.0,5.0,a player with a great sense of humility who never takes his success for granted and always gives credit to his teammates and coaches
982,goalie,left,veteran,3.0,3.0,unsteady performance across shifts
4411,left wing,left,rookie,2.0,2.0,"awkward stride mechanics, though prone to lapses and poor execution"
4261,right wing,left,veteran,11.0,3.0,an elite and smart player
3688,defense,left,veteran,8.0,8.0,combines intelligence with strong leadership qualities
6812,right wing,left,rookie,5.0,5.0,
1215,right wing,right,sophomore,8.0,8.0,always first to the bench after a long shift
5139,defense,left,legend,12.0,6.0,
4638,left wing,left,veteran,9.0,9.0,
2296,left wing,left,veteran,3.0,3.0,effort varies throughout the game
4896,defense,left,veteran,1.0,1.0,an elite and smart player
1481,goalie,left,veteran,10.0,10.0,creates traffic in front of the net
6724,right wing,left,sophomore,4.0,2.0,always takes the last lap in warmup
4433,goalie,right,veteran,11.0,6.0,
7033,center,right,veteran,0.0,0.0,pressures defenders into mistakes
6133,left wing,left,sophomore,7.0,7.0,always gives high fives to the refs
676,center,left,veteran,10.0,7.0,erratic decision making with the puck
6296,center,,veteran,9.0,9.0,
5806,left wing,left,rookie,0.0,0.0,"reckless style combined with poor decision making hurts the team, stays focused and disciplined in all situations"
2644,center,left,rookie,4.0,4.0,aggressive style can turn careless
1332,defense,left,rookie,7.0,7.0,smart decision making with the puck
4764,goalie,left,rookie,0.0,0.0,creates space for teammates
2701,goalie,right,veteran,2.0,2.0,focused attention to detail
2309,right wing,right,rookie,0.0,0.0,applies constant pressure on puck carriers
4661,defense,right,veteran,11.0,7.0,"celebrates even the smallest plays, relentless pressure on opponents, strong but sometimes reckless"
1460,left wing,left,veteran,7.0,6.0,
3101,left wing,left,rookie,9.0,6.0,"keeps calling for the puck even when covered, trusted in late game situations, raw potential but currently too inconsistent and unfocused"
6509,left wing,right,veteran,12.0,6.0,resulting in poor decision-making
7384,left wing,left,rookie,6.0,6.0,strong balance in physical play
3584,left wing,left,veteran,13.0,5.0,avoids net front battles
6302,right wing,right,veteran,6.0,6.0,"aggressive behaviour on the ice but a great teammate off it, penalty kill positioning breaks down, strong net front presence"
4583,right wing,left,veteran,6.0,6.0,chases the play out of position
6639,right wing,right,rookie,11.0,4.0,dependable in defensive situations
8002,goalie,,veteran,6.0,6.0,"hesitates to block shots, effort varies throughout the game"
4148,center,right,veteran,6.0,6.0,tries the fancy move every time
89,defense,left,sophomore,0.0,0.0,delivers when it matters most
7391,goalie,left,veteran,8.0,7.0,"turnover prone under pressure, a skilled playmaker who can create scoring chances for himself and others"
2056,defense,left,sophomore,6.0,6.0,celebrates every goal like it wins the cup
5556,defense,left,veteran,2.0,2.0,reliable shift to shift consistency
8267,defense,left,rookie,0.0,0.0,reckless decisions result in unnecessary turnovers
9416,goalie,left,rookie,0.0,0.0,"lazy effort during shifts, strong physical presence along the boards"
7765,right wing,right,rookie,3.0,3.0,steps up in decisive situations
4755,defense,right,veteran,12.0,5.0,"a player with a high hockey IQ who reads the game well and makes smart decisions, celebrates near misses like goals"
5890,right wing,left,veteran,8.0,8.0,
2212,left wing,left,sophomore,8.0,8.0,inconsistent effort levels
6594,defense,left,veteran,13.0,8.0,"intelligent puck movement under pressure, a consistent performer who can be counted on in any situation"
364,right wing,left,sophomore,7.0,7.0,overcommits in defensive zone
844,goalie,right,rookie,1.0,1.0,smart decision making with the puck
9087,left wing,right,veteran,10.0,9.0,timid and passive approach limits overall effectiveness
410,right wing,left,rookie,6.0,6.0,circles a lot but goes nowhere
73,left wing,left,veteran,6.0,6.0,
5098,defense,right,veteran,5.0,5.0,slow skating limits effectiveness
1003,right wing,left,veteran,5.0,5.0,quick acceleration and reaction speed
6720,goalie,left,veteran,8.0,8.0,retapes stick between every period no matter what
7317,left wing,left,veteran,9.0,9.0,loves the glass more than the net
6760,left wing,right,rookie,8.0,6.0,celebrates even the smallest plays
7720,defense,left,veteran,12.0,7.0,tapes the stick more than touching the puck
5558,defense,left,veteran,0.0,0.0,
826,center,left,veteran,13.0,3.0,panics under forecheck pressure
5242,goalie,left,rookie,7.0,7.0,"loses assignments in coverage, a fierce competitor who never gives up and always plays with heart, misreads developing plays, timid and passive approach limits overall effectiveness, loses track of assignments, dependable in defensive situations, talks to the posts after hitting them"
8657,defense,left,sophomore,11.0,4.0,slow transitions between plays
9124,defense,right,sophomore,0.0,0.0,an elite and smart player
6591,center,left,rookie,0.0,0.0,"overhandles the puck in pressure, strong and aggressive competitor with reliable defensive habits, steady presence under pressure, reliable in all game situations, hesitates to block shots, disciplined and reliable performer brings consistency every shift"
440,left wing,left,rookie,7.0,6.0,"a player with a high hockey IQ who reads the game well and makes smart decisions, always drinks from the same water bottle"
6782,defense,right,veteran,4.0,4.0,greate sence of humor
9438,defense,left,rookie,9.0,6.0,relentless pressure on opponents
7067,defense,right,veteran,12.0,6.0,quick and focused skater
5818,defense,left,veteran,0.0,0.0,"raw skill but unpolished execution, a natural leader who inspires teammates with his work ethic and dedication"
8130,goalie,left,sophomore,2.0,2.0,a player with a strong work ethic who is always striving to get better
3141,right wing,,veteran,3.0,3.0,slow skating limits effectiveness
6212,center,left,sophomore,0.0,0.0,"elite presence that elevates team play, keeps calling for the puck even when covered, capable in clutch moments"
8925,right wing,left,rookie,7.0,7.0,"refuses to change stick after a goal, reads rebounds quickly"
8479,left wing,right,veteran,10.0,10.0,awkward stride mechanics
5780,center,right,veteran,10.0,9.0,"panics under forecheck pressure, a fierce competitor who never gives up and always plays with heart"
8862,right wing,left,sophomore,5.0,5.0,misreads developing plays
2863,defense,left,veteran,2.0,2.0,a player with a great sense of loyalty
7271,left wing,left,sophomore,5.0,5.0,"greate sence of humor, ineffective on the power play setup"
2460,right wing,left,veteran,12.0,6.0,poor gap control defensively
8565,defense,left,rookie,7.0,7.0,reckless decisions result in unnecessary turnovers
1934,defense,left,rookie,0.0,0.0,strong and reliable presence on the ice
2256,goalie,left,rookie,0.0,0.0,dominant presence in all three zones
8648,left wing,left,veteran,13.0,4.0,skates hard until it is time to backcheck
9143,goalie,left,veteran,0.0,0.0,always has a positive attitude
6823,right wing,left,sophomore,8.0,8.0,"lazy approach reduces effectiveness and overall reliability, strong net front presence"
5686,defense,left,rookie,1.0,1.0,struggles with puck control on entries
585,right wing,,veteran,7.0,7.0,
6149,defense,left,rookie,0.0,0.0,"makes quick decisions under pressure and leads by example, gets pinned in defensive zone"
2703,right wing,right,rookie,0.0,0.0,sets the tone early in games
505,defense,right,rookie,0.0,0.0,a player with a great sense of loyalty
2394,right wing,left,veteran,7.0,7.0,capable in clutch moments
1168,left wing,left,sophomore,0.0,0.0,"awkward stride mechanics, retapes stick between every period no matter what"
114,left wing,left,rookie,9.0,5.0,"sharp edge control in corners, acts like a referee after every whistle, slow skating limits effectiveness, dynamic impact in transition play"
3907,goalie,left,veteran,10.0,8.0,sets the tone early in games
6708,center,,veteran,1.0,1.0,consistently smart with the puck and effective in key moments
5486,defense,left,veteran,10.0,7.0,
7499,defense,left,rookie,10.0,5.0,leader on and off the ice
6809,goalie,left,veteran,10.0,7.0,stays focused and disciplined in all situations
6421,defense,left,rookie,3.0,3.0,delays shooting opportunities
4376,defense,left,sophomore,5.0,5.0,skates hard until it is time to backcheck
4778,center,left,veteran,10.0,7.0,turnover prone under pressure
8084,center,left,veteran,11.0,7.0,
1065,left wing,left,veteran,10.0,8.0,forces plays into traffic
7648,left wing,left,rookie,8.0,8.0,a creative and aggressive playmaker
2968,left wing,right,rookie,9.0,5.0,a true student of the game who is always looking to improve
985,left wing,,veteran,6.0,6.0,"talks to the puck like it will listen, unsteady performance across shifts"
3155,defense,left,sophomore,7.0,7.0,physical edge in net front battles
6998,defense,left,veteran,11.0,7.0,steps up in decisive situations
2705,defense,,veteran,10.0,7.0,
7966,left wing,left,veteran,10.0,10.0,"unsteady performance across shifts, drives play with constant energy"
1585,right wing,right,veteran,0.0,0.0,has a lucky sock
6847,defense,left,rookie,6.0,6.0,
3577,defense,right,veteran,9.0,9.0,kills penalties with good positioning
6,center,left,rookie,7.0,7.0,structured positioning in coverage
4815,defense,left,sophomore,8.0,8.0,quick yet undisciplined
5345,center,left,rookie,8.0,6.0,capable in clutch moments
5844,goalie,,veteran,2.0,2.0,gets pinned in defensive zone
3638,goalie,right,veteran,11.0,3.0,protects the puck under pressure
9272,right wing,left,rookie,8.0,8.0,leading to avoidable turnovers
1493,left wing,left,rookie,0.0,0.0,a strong two-way player who excels in both offensive and defensive aspects of the game
8354,left wing,left,sophomore,7.0,7.0,reads rebounds quickly
3566,defense,right,veteran,1.0,1.0,elite and smart player shows quick reads and strong leadership on the ice
8474,defense,left,veteran,10.0,9.0,vision creates scoring chances
9311,defense,left,rookie,7.0,7.0,"always has a witty comment for the media, keeps a puck from every good bounce game"
1265,defense,left,rookie,5.0,5.0,a consistent performer who can be counted on in any situation
598,center,left,veteran,9.0,8.0,lazy backchecking effort
3541,defense,left,veteran,4.0,4.0,"will not pick up dropped gloves without tapping them first, only drinks from one specific water bottle"
8561,left wing,left,sophomore,8.0,8.0,aggressive forechecking pressure
8052,defense,right,veteran,4.0,4.0,"poor awareness in defensive zone, circles a lot but goes nowhere"
2009,left wing,left,sophomore,8.0,8.0,"aggressive pursuit of loose pucks, aggressive forechecking pressure"
4807,defense,left,veteran,10.0,8.0,creative puck handling and vision
5976,goalie,right,sophomore,7.0,7.0,unrefined skating technique
3025,defense,left,rookie,3.0,3.0,"clutch performance in key moments, wins faceoffs consistently"
5879,center,left,rookie,5.0,3.0,resulting in poor decision-making
8763,defense,left,sophomore,8.0,7.0,"undisciplined positioning and play, has a lucky sock"
7560,left wing,left,sophomore,5.0,5.0,penalty kill positioning breaks down
208,right wing,left,sophomore,6.0,6.0,strong physical presence along the boards
9448,defense,left,rookie,5.0,5.0,shots miss the net too often
3122,center,right,rookie,9.0,9.0,reckless decisions result in unnecessary turnovers
6246,center,left,sophomore,7.0,7.0,smart reads in both zones
3139,left wing,right,rookie,4.0,1.0,a player with a strong character who is respected by teammates and opponents alike
2277,center,left,rookie,5.0,5.0,slow reactions cause missed opportunities and poor positioning
3036,goalie,right,sophomore,1.0,1.0,
5775,left wing,right,rookie,7.0,7.0,raw skill but undisciplined and inconsistent overall play
9947,defense,left,sophomore,7.0,7.0,loves the glass more than the net
7164,right wing,left,veteran,1.0,1.0,loses faceoff battles frequently
4471,right wing,left,sophomore,0.0,0.0,"tries the fancy move every time, loses assignments in coverage, motivates others in the locker room"
4289,center,right,sophomore,7.0,7.0,protects the puck under pressure
2366,left wing,left,veteran,10.0,6.0,avoids contact in key situations
33,defense,left,sophomore,4.0,4.0,
3529,goalie,right,rookie,10.0,4.0,slow transitions between plays
5836,goalie,left,rookie,6.0,6.0,refuses to change stick after a goal
5489,left wing,left,veteran,9.0,9.0,
6171,left wing,left,rookie,0.0,0.0,greate sence of humor
7401,right wing,right,veteran,8.0,8.0,"leading to inconsistent play, loose positioning away from the puck, turnover prone under pressure"
7872,left wing,left,rookie,5.0,5.0,"forces risky passes through traffic, makes quick decisions under pressure and leads by example"
